HEP Code,HEP Name,Year,State,Cohort,Program,Amount
3045,University of Tasmania,2016,TAS,non-aligned,JRE,9420680
3045,University of Tasmania,2016,TAS,non-aligned,SRE,4075754
3016,University of Technology Sydney,2016,NSW,ATN,APA,4856120
3016,University of Technology Sydney,2016,NSW,ATN,IPRS,375983
3016,University of Technology Sydney,2016,NSW,ATN,RIBG,2418415
3016,University of Technology Sydney,2016,NSW,ATN,RTS,11125144
3016,University of Technology Sydney,2016,NSW,ATN,JRE,6150746
3016,University of Technology Sydney,2016,NSW,ATN,SRE,2119293
3043,University of the Sunshine Coast,2016,QLD,RUN,APA,689537
3043,University of the Sunshine Coast,2016,QLD,RUN,IPRS,68598
3043,University of the Sunshine Coast,2016,QLD,RUN,RIBG,494127
3043,University of the Sunshine Coast,2016,QLD,RUN,RTS,1515581
3043,University of the Sunshine Coast,2016,QLD,RUN,JRE,1127569
3043,University of the Sunshine Coast,2016,QLD,RUN,SRE,866416
1058,University of Wollongong,2016,NSW,non-aligned,APA,6415085
1058,University of Wollongong,2016,NSW,non-aligned,IPRS,499565
1058,University of Wollongong,2016,NSW,non-aligned,RIBG,3873052
1058,University of Wollongong,2016,NSW,non-aligned,RTS,15408021
1058,University of Wollongong,2016,NSW,non-aligned,JRE,7110608
1058,University of Wollongong,2016,NSW,non-aligned,SRE,2835935
3007,Victoria University,2016,VIC,non-aligned,APA,2190338
3007,Victoria University,2016,VIC,non-aligned,IPRS,167045
3007,Victoria University,2016,VIC,non-aligned,RIBG,474036
3007,Victoria University,2016,VIC,non-aligned,RTS,4758776
3007,Victoria University,2016,VIC,non-aligned,JRE,2970443
3007,Victoria University,2016,VIC,non-aligned,SRE,856817
3004,Western Sydney University,2016,NSW,IRU,APA,3361142
3004,Western Sydney University,2016,NSW,IRU,IPRS,274394
3004,Western Sydney University,2016,NSW,IRU,RIBG,1895962
3004,Western Sydney University,2016,NSW,IRU,RTS,7071341
3004,Western Sydney University,2016,NSW,IRU,JRE,3815586
3004,Western Sydney University,2016,NSW,IRU,SRE,1752751
3006,Australian Catholic University,2015,OTHER,non-aligned,APA,1074349
3006,Australian Catholic University,2015,OTHER,non-aligned,IPRS,67452
3006,Australian Catholic University,2015,OTHER,non-aligned,RIBG,262862
3006,Australian Catholic University,2015,OTHER,non-aligned,RTS,2181633
3006,Australian Catholic University,2015,OTHER,non-aligned,JRE,1555477
3006,Australian Catholic University,2015,OTHER,non-aligned,SRE,535347
2246,Batchelor Institute of Indigenous Tertiary Education,2015,NT,non-aligned,APA,79970
2246,Batchelor Institute of Indigenous Tertiary Education,2015,NT,non-aligned,RIBG,2813
2246,Batchelor Institute of Indigenous Tertiary Education,2015,NT,non-aligned,RTS,139780
2246,Batchelor Institute of Indigenous Tertiary Education,2015,NT,non-aligned,JRE,138971
2246,Batchelor Institute of Indigenous Tertiary Education,2015,NT,non-aligned,SRE,5729
3003,Bond University ,2015,QLD,non-aligned,APA,581756
3003,Bond University ,2015,QLD,non-aligned,IPRS,67452
3003,Bond University ,2015,QLD,non-aligned,RIBG,258915
3003,Bond University ,2015,QLD,non-aligned,RTS,1164703
3003,Bond University ,2015,QLD,non-aligned,JRE,739838
3003,Bond University ,2015,QLD,non-aligned,SRE,527308
2200,Central Queensland University,2015,QLD,RUN,APA,1054738
2200,Central Queensland University,2015,QLD,RUN,IPRS,67452
2200,Central Queensland University,2015,QLD,RUN,RIBG,246391
2200,Central Queensland University,2015,QLD,RUN,RTS,2247768
2200,Central Queensland University,2015,QLD,RUN,JRE,1620389
2200,Central Queensland University,2015,QLD,RUN,SRE,501803
3001,Charles Darwin University,2015,NT,non-aligned,APA,1841681
3001,Charles Darwin University,2015,NT,non-aligned,IPRS,134904
3001,Charles Darwin University,2015,NT,non-aligned,RIBG,2581351
3001,Charles Darwin University,2015,NT,non-aligned,RTS,4560691
3001,Charles Darwin University,2015,NT,non-aligned,JRE,3320017
3001,Charles Darwin University,2015,NT,non-aligned,SRE,1938010
3005,Charles Sturt University,2015,NSW,RUN,APA,1745441
3005,Charles Sturt University,2015,NSW,RUN,IPRS,134904
3005,Charles Sturt University,2015,NSW,RUN,RIBG,819802
3005,Charles Sturt University,2015,NSW,RUN,RTS,3917559
3005,Charles Sturt University,2015,NSW,RUN,JRE,1684788
3005,Charles Sturt University,2015,NSW,RUN,SRE,944036
2236,Curtin University,2015,WA,ATN,APA,7001543
2236,Curtin University,2015,WA,ATN,IPRS,539615
2236,Curtin University,2015,WA,ATN,RIBG,3263916
2236,Curtin University,2015,WA,ATN,RTS,16558719
2236,Curtin University,2015,WA,ATN,JRE,9563904
2236,Curtin University,2015,WA,ATN,SRE,2301977
3030,Deakin University,2015,VIC,ATN,APA,4770727
3030,Deakin University,2015,VIC,ATN,IPRS,369698
3030,Deakin University,2015,VIC,ATN,RIBG,2897625
3030,Deakin University,2015,VIC,ATN,RTS,11510427
3030,Deakin University,2015,VIC,ATN,JRE,5172506
3030,Deakin University,2015,VIC,ATN,SRE,2114074
2235,Edith Cowan University,2015,WA,non-aligned,APA,2163223
2235,Edith Cowan University,2015,WA,non-aligned,IPRS,153955
2235,Edith Cowan University,2015,WA,non-aligned,RIBG,464783
2235,Edith Cowan University,2015,WA,non-aligned,RTS,4605798
2235,Edith Cowan University,2015,WA,non-aligned,JRE,2765367
2235,Edith Cowan University,2015,WA,non-aligned,SRE,790478
2154,Federation University Australia,2015,VIC,RUN,APA,758347
2154,Federation University Australia,2015,VIC,RUN,IPRS,67452
2154,Federation University Australia,2015,VIC,RUN,RIBG,140641
2154,Federation University Australia,2015,VIC,RUN,RTS,1697021
2154,Federation University Australia,2015,VIC,RUN,JRE,890326
2154,Federation University Australia,2015,VIC,RUN,SRE,286430
3029,Flinders University,2015,SA,IRU,APA,4553823
3029,Flinders University,2015,SA,IRU,IPRS,337259
3029,Flinders University,2015,SA,IRU,RIBG,3002688
3029,Flinders University,2015,SA,IRU,RTS,10980037
3029,Flinders University,2015,SA,IRU,JRE,6721044
3029,Flinders University,2015,SA,IRU,SRE,2140488
3032,Griffith University,2015,QLD,IRU,APA,6576716
3032,Griffith University,2015,QLD,IRU,IPRS,520564
3032,Griffith University,2015,QLD,IRU,RIBG,4270112
3032,Griffith University,2015,QLD,IRU,RTS,15030174
3032,Griffith University,2015,QLD,IRU,JRE,8541231
3032,Griffith University,2015,QLD,IRU,SRE,2802373
1019,James Cook University,2015,QLD,IRU,APA,3650284
1019,James Cook University,2015,QLD,IRU,IPRS,288859
1019,James Cook University,2015,QLD,IRU,RIBG,3158613
1019,James Cook University,2015,QLD,IRU,RTS,9100976
1019,James Cook University,2015,QLD,IRU,JRE,4399578
1019,James Cook University,2015,QLD,IRU,SRE,2291482
3020,La Trobe University,2015,VIC,IRU,APA,5401920
3020,La Trobe University,2015,VIC,IRU,IPRS,423762
3020,La Trobe University,2015,VIC,IRU,RIBG,2228481
3020,La Trobe University,2015,VIC,IRU,RTS,11335872
3020,La Trobe University,2015,VIC,IRU,JRE,7184317
3020,La Trobe University,2015,VIC,IRU,SRE,1849359
3025,Macquarie University,2015,NSW,non-aligned,APA,6798610
3025,Macquarie University,2015,NSW,non-aligned,IPRS,510266
3025,Macquarie University,2015,NSW,non-aligned,RIBG,4273704
3025,Macquarie University,2015,NSW,non-aligned,RTS,15452460
3025,Macquarie University,2015,NSW,non-aligned,JRE,5854244
3025,Macquarie University,2015,NSW,non-aligned,SRE,2992536
3035,Monash University,2015,VIC,Go8,APA,22078742
3035,Monash University,2015,VIC,Go8,IPRS,1740361
3035,Monash University,2015,VIC,Go8,RIBG,23198647
3035,Monash University,2015,VIC,Go8,RTS,53796103
3035,Monash University,2015,VIC,Go8,JRE,28540153
3035,Monash University,2015,VIC,Go8,SRE,17538237
1034,Murdoch University,2015,WA,IRU,APA,3122461
1034,Murdoch University,2015,WA,IRU,IPRS,250756
1034,Murdoch University,2015,WA,IRU,RIBG,1565265
1034,Murdoch University,2015,WA,IRU,RTS,7767104
1034,Murdoch University,2015,WA,IRU,JRE,5092088
1034,Murdoch University,2015,WA,IRU,SRE,1480510
3042,Queensland University of Technology,2015,QLD,non-aligned,APA,8768570
3042,Queensland University of Technology,2015,QLD,non-aligned,IPRS,693570
3042,Queensland University of Technology,2015,QLD,non-aligned,RIBG,4278314
3042,Queensland University of Technology,2015,QLD,non-aligned,RTS,19996578
3042,Queensland University of Technology,2015,QLD,non-aligned,JRE,10868558
3042,Queensland University of Technology,2015,QLD,non-aligned,SRE,3004291
3034,Royal Melbourne Institute of Technology,2015,VIC,ATN,APA,5920208
3034,Royal Melbourne Institute of Technology,2015,VIC,ATN,IPRS,445388
3034,Royal Melbourne Institute of Technology,2015,VIC,ATN,RIBG,2063995
3034,Royal Melbourne Institute of Technology,2015,VIC,ATN,RTS,13567994
3034,Royal Melbourne Institute of Technology,2015,VIC,ATN,JRE,7430482
3034,Royal Melbourne Institute of Technology,2015,VIC,ATN,SRE,1827429
3038,Southern Cross University,2015,NSW,RUN,APA,1471671
3038,Southern Cross University,2015,NSW,RUN,IPRS,134904
3038,Southern Cross University,2015,NSW,RUN,RIBG,611812
3038,Southern Cross University,2015,NSW,RUN,RTS,3282702
3038,Southern Cross University,2015,NSW,RUN,JRE,1797522
3038,Southern Cross University,2015,NSW,RUN,SRE,890199
2177,Swinburne University of Technology,2015,VIC,non-aligned,APA,2995984
2177,Swinburne University of Technology,2015,VIC,non-aligned,IPRS,221407
2177,Swinburne University of Technology,2015,VIC,non-aligned,RIBG,1815075
2177,Swinburne University of Technology,2015,VIC,non-aligned,RTS,7943170
2177,Swinburne University of Technology,2015,VIC,non-aligned,JRE,3206461
2177,Swinburne University of Technology,2015,VIC,non-aligned,SRE,1585980
3033,The Australian National University,2015,ACT,Go8,APA,15164678
3033,The Australian National University,2015,ACT,Go8,IPRS,1230095
3033,The Australian National University,2015,ACT,Go8,RIBG,14816135
3033,The Australian National University,2015,ACT,Go8,RTS,36582766
3033,The Australian National University,2015,ACT,Go8,JRE,21395555
3033,The Australian National University,2015,ACT,Go8,SRE,12999712
3010,The University of Adelaide,2015,SA,Go8,APA,12175426
3010,The University of Adelaide,2015,SA,Go8,IPRS,973675
3010,The University of Adelaide,2015,SA,Go8,RIBG,14179098
3010,The University of Adelaide,2015,SA,Go8,RTS,32007125
3010,The University of Adelaide,2015,SA,Go8,JRE,16232233
3010,The University of Adelaide,2015,SA,Go8,SRE,10062284
3036,The University of Melbourne,2015,VIC,Go8,APA,27634255
3036,The University of Melbourne,2015,VIC,Go8,IPRS,2230546
3036,The University of Melbourne,2015,VIC,Go8,RIBG,30564109
3036,The University of Melbourne,2015,VIC,Go8,RTS,68097803
3036,The University of Melbourne,2015,VIC,Go8,JRE,33625922
3036,The University of Melbourne,2015,VIC,Go8,SRE,24611960
3044,The University of Notre Dame Australia,2015,WA,non-aligned,APA,216646
3044,The University of Notre Dame Australia,2015,WA,non-aligned,IPRS,67452
3044,The University of Notre Dame Australia,2015,WA,non-aligned,RIBG,26838
3044,The University of Notre Dame Australia,2015,WA,non-aligned,RTS,406015
3044,The University of Notre Dame Australia,2015,WA,non-aligned,JRE,443696
3044,The University of Notre Dame Australia,2015,WA,non-aligned,SRE,54659
3019,The University of Queensland,2015,QLD,Go8,APA,24614581
3019,The University of Queensland,2015,QLD,Go8,IPRS,1959194
3019,The University of Queensland,2015,QLD,Go8,RIBG,28425024
3019,The University of Queensland,2015,QLD,Go8,RTS,62194490
3019,The University of Queensland,2015,QLD,Go8,JRE,30836706
3019,The University of Queensland,2015,QLD,Go8,SRE,23074113
3040,The University of Sydney,2015,NSW,Go8,APA,27426687
3040,The University of Sydney,2015,NSW,Go8,IPRS,2193473
3040,The University of Sydney,2015,NSW,Go8,RIBG,27759764
3040,The University of Sydney,2015,NSW,Go8,RTS,67915685
3040,The University of Sydney,2015,NSW,Go8,JRE,32586686
3040,The University of Sydney,2015,NSW,Go8,SRE,22683744
1055,The University of Western Australia,2015,WA,Go8,APA,13469626
1055,The University of Western Australia,2015,WA,Go8,IPRS,1049881
1055,The University of Western Australia,2015,WA,Go8,RIBG,15302174
1055,The University of Western Australia,2015,WA,Go8,RTS,33378285
1055,The University of Western Australia,2015,WA,Go8,JRE,18238830
1055,The University of Western Australia,2015,WA,Go8,SRE,11839886
2241,University of Canberra,2015,ACT,IRU,APA,1560782
2241,University of Canberra,2015,ACT,IRU,IPRS,134904
2241,University of Canberra,2015,ACT,IRU,RIBG,572128
2241,University of Canberra,2015,ACT,IRU,RTS,3310351
2241,University of Canberra,2015,ACT,IRU,JRE,2450994
2241,University of Canberra,2015,ACT,IRU,SRE,830532
4331,University of Divinity,2015,VIC,non-aligned,APA,383647
4331,University of Divinity,2015,VIC,non-aligned,IPRS,67452
4331,University of Divinity,2015,VIC,non-aligned,RTS,697843
4331,University of Divinity,2015,VIC,non-aligned,JRE,446675
3039,University of New England,2015,NSW,RUN,APA,2581229
3039,University of New England,2015,NSW,RUN,IPRS,202355
3039,University of New England,2015,NSW,RUN,RIBG,1507287
3039,University of New England,2015,NSW,RUN,RTS,6307302
3039,University of New England,2015,NSW,RUN,JRE,3390995
3039,University of New England,2015,NSW,RUN,SRE,1265564
3013,University of New South Wales,2015,NSW,Go8,APA,24507710
3013,University of New South Wales,2015,NSW,Go8,IPRS,1969492
3013,University of New South Wales,2015,NSW,Go8,RIBG,22034195
3013,University of New South Wales,2015,NSW,Go8,RTS,63429845
3013,University of New South Wales,2015,NSW,Go8,JRE,32932456
3013,University of New South Wales,2015,NSW,Go8,SRE,17434829
3014,University of Newcastle,2015,NSW,ATN,APA,6378418
3014,University of Newcastle,2015,NSW,ATN,IPRS,504602
3014,University of Newcastle,2015,NSW,ATN,RIBG,5629425
3014,University of Newcastle,2015,NSW,ATN,RTS,15295460
3014,University of Newcastle,2015,NSW,ATN,JRE,8845269
3014,University of Newcastle,2015,NSW,ATN,SRE,4440660
3027,University of South Australia,2015,SA,ATN,APA,5932213
3027,University of South Australia,2015,SA,ATN,IPRS,472163
3027,University of South Australia,2015,SA,ATN,RIBG,2919294
3027,University of South Australia,2015,SA,ATN,RTS,13375901
3027,University of South Australia,2015,SA,ATN,JRE,7983519
3027,University of South Australia,2015,SA,ATN,SRE,2214005
2201,University of Southern Queensland,2015,QLD,RUN,APA,1560626
2201,University of Southern Queensland,2015,QLD,RUN,IPRS,134904
2201,University of Southern Queensland,2015,QLD,RUN,RIBG,396589
2201,University of Southern Queensland,2015,QLD,RUN,RTS,3400788
2201,University of Southern Queensland,2015,QLD,RUN,JRE,1532221
2201,University of Southern Queensland,2015,QLD,RUN,SRE,757049
3045,University of Tasmania,2015,TAS,non-aligned,APA,6819861
3045,University of Tasmania,2015,TAS,non-aligned,IPRS,539615
3045,University of Tasmania,2015,TAS,non-aligned,RIBG,5340516
3045,University of Tasmania,2015,TAS,non-aligned,RTS,17004759
3045,University of Tasmania,2015,TAS,non-aligned,JRE,9375921
3045,University of Tasmania,2015,TAS,non-aligned,SRE,3754492
3016,University of Technology Sydney,2015,NSW,ATN,APA,4734393
3016,University of Technology Sydney,2015,NSW,ATN,IPRS,366609
3016,University of Technology Sydney,2015,NSW,ATN,RIBG,2510803
3016,University of Technology Sydney,2015,NSW,ATN,RTS,10756025
3016,University of Technology Sydney,2015,NSW,ATN,JRE,5684297
3016,University of Technology Sydney,2015,NSW,ATN,SRE,2023983
3043,University of the Sunshine Coast,2015,QLD,RUN,APA,646597
3043,University of the Sunshine Coast,2015,QLD,RUN,IPRS,67452
3043,University of the Sunshine Coast,2015,QLD,RUN,RIBG,353044
3043,University of the Sunshine Coast,2015,QLD,RUN,RTS,1368122
3043,University of the Sunshine Coast,2015,QLD,RUN,JRE,999015
3043,University of the Sunshine Coast,2015,QLD,RUN,SRE,719013
1058,University of Wollongong,2015,NSW,non-aligned,APA,6135117
1058,University of Wollongong,2015,NSW,non-aligned,IPRS,472163
1058,University of Wollongong,2015,NSW,non-aligned,RIBG,4123729
1058,University of Wollongong,2015,NSW,non-aligned,RTS,14436623
1058,University of Wollongong,2015,NSW,non-aligned,JRE,6537683
1058,University of Wollongong,2015,NSW,non-aligned,SRE,3176194
3007,Victoria University,2015,VIC,non-aligned,APA,2213159
3007,Victoria University,2015,VIC,non-aligned,IPRS,183304
3007,Victoria University,2015,VIC,non-aligned,RIBG,468157
3007,Victoria University,2015,VIC,non-aligned,RTS,4798088
3007,Victoria University,2015,VIC,non-aligned,JRE,2836335
3007,Victoria University,2015,VIC,non-aligned,SRE,800674
3004,Western Sydney University,2015,NSW,IRU,APA,3226528
3004,Western Sydney University,2015,NSW,IRU,IPRS,269807
3004,Western Sydney University,2015,NSW,IRU,RIBG,1795793
3004,Western Sydney University,2015,NSW,IRU,RTS,6885013
3004,Western Sydney University,2015,NSW,IRU,JRE,3731376
3004,Western Sydney University,2015,NSW,IRU,SRE,1496539
3006,Australian Catholic University,2014,OTHER,non-aligned,APA,1094373
3006,Australian Catholic University,2014,OTHER,non-aligned,IPRS,67098
3006,Australian Catholic University,2014,OTHER,non-aligned,RIBG,203616
3006,Australian Catholic University,2014,OTHER,non-aligned,RTS,2166964
3006,Australian Catholic University,2014,OTHER,non-aligned,JRE,1372442
3006,Australian Catholic University,2014,OTHER,non-aligned,SRE,370386
2246,Batchelor Institute of Indigenous Tertiary Education,2014,NT,non-aligned,APA,78576
2246,Batchelor Institute of Indigenous Tertiary Education,2014,NT,non-aligned,RIBG,8642
2246,Batchelor Institute of Indigenous Tertiary Education,2014,NT,non-aligned,RTS,146365
2246,Batchelor Institute of Indigenous Tertiary Education,2014,NT,non-aligned,JRE,129373
2246,Batchelor Institute of Indigenous Tertiary Education,2014,NT,non-aligned,SRE,15719
3003,Bond University ,2014,QLD,non-aligned,APA,486312
3003,Bond University ,2014,QLD,non-aligned,IPRS,67098
3003,Bond University ,2014,QLD,non-aligned,RIBG,259682
3003,Bond University ,2014,QLD,non-aligned,RTS,1017825
3003,Bond University ,2014,QLD,non-aligned,JRE,671285
3003,Bond University ,2014,QLD,non-aligned,SRE,472372
2200,Central Queensland University,2014,QLD,RUN,APA,980623
2200,Central Queensland University,2014,QLD,RUN,IPRS,67098
2200,Central Queensland University,2014,QLD,RUN,RIBG,224146
2200,Central Queensland University,2014,QLD,RUN,RTS,2196218
2200,Central Queensland University,2014,QLD,RUN,JRE,1497091
2200,Central Queensland University,2014,QLD,RUN,SRE,407730
3001,Charles Darwin University,2014,NT,non-aligned,APA,1829860
3001,Charles Darwin University,2014,NT,non-aligned,IPRS,134196
3001,Charles Darwin University,2014,NT,non-aligned,RIBG,2502887
3001,Charles Darwin University,2014,NT,non-aligned,RTS,4539473
3001,Charles Darwin University,2014,NT,non-aligned,JRE,3379693
3001,Charles Darwin University,2014,NT,non-aligned,SRE,1754086
3005,Charles Sturt University,2014,NSW,RUN,APA,1672574
3005,Charles Sturt University,2014,NSW,RUN,IPRS,134196
3005,Charles Sturt University,2014,NSW,RUN,RIBG,860835
3005,Charles Sturt University,2014,NSW,RUN,RTS,3882877
3005,Charles Sturt University,2014,NSW,RUN,JRE,1664934
3005,Charles Sturt University,2014,NSW,RUN,SRE,884748
2236,Curtin University,2014,WA,ATN,APA,6777765
2236,Curtin University,2014,WA,ATN,IPRS,536783
2236,Curtin University,2014,WA,ATN,RIBG,2975405
2236,Curtin University,2014,WA,ATN,RTS,16465550
2236,Curtin University,2014,WA,ATN,JRE,9250531
2236,Curtin University,2014,WA,ATN,SRE,1991793
3030,Deakin University,2014,VIC,ATN,APA,4545998
3030,Deakin University,2014,VIC,ATN,IPRS,364685
3030,Deakin University,2014,VIC,ATN,RIBG,2572548
3030,Deakin University,2014,VIC,ATN,RTS,11199947
3030,Deakin University,2014,VIC,ATN,JRE,4975114
3030,Deakin University,2014,VIC,ATN,SRE,1796665
2235,Edith Cowan University,2014,WA,non-aligned,APA,2072559
2235,Edith Cowan University,2014,WA,non-aligned,IPRS,147513
2235,Edith Cowan University,2014,WA,non-aligned,RIBG,439072
2235,Edith Cowan University,2014,WA,non-aligned,RTS,4558740
2235,Edith Cowan University,2014,WA,non-aligned,JRE,2810108
2235,Edith Cowan University,2014,WA,non-aligned,SRE,715710
2154,Federation University Australia,2014,VIC,RUN,APA,804807
2154,Federation University Australia,2014,VIC,RUN,IPRS,67098
2154,Federation University Australia,2014,VIC,RUN,RIBG,127853
2154,Federation University Australia,2014,VIC,RUN,RTS,1776964
2154,Federation University Australia,2014,VIC,RUN,JRE,828244
2154,Federation University Australia,2014,VIC,RUN,SRE,232569
3029,Flinders University,2014,SA,IRU,APA,4535218
3029,Flinders University,2014,SA,IRU,IPRS,335490
3029,Flinders University,2014,SA,IRU,RIBG,3123348
3029,Flinders University,2014,SA,IRU,RTS,11098768
3029,Flinders University,2014,SA,IRU,JRE,6320744
3029,Flinders University,2014,SA,IRU,SRE,2038628
3032,Griffith University,2014,QLD,IRU,APA,6477075
3032,Griffith University,2014,QLD,IRU,IPRS,523466
3032,Griffith University,2014,QLD,IRU,RIBG,4115068
3032,Griffith University,2014,QLD,IRU,RTS,14967018
3032,Griffith University,2014,QLD,IRU,JRE,8731002
3032,Griffith University,2014,QLD,IRU,SRE,2523510
1019,James Cook University,2014,QLD,IRU,APA,3427933
1019,James Cook University,2014,QLD,IRU,IPRS,274026
1019,James Cook University,2014,QLD,IRU,RIBG,3222154
1019,James Cook University,2014,QLD,IRU,RTS,8728473
1019,James Cook University,2014,QLD,IRU,JRE,3858421
1019,James Cook University,2014,QLD,IRU,SRE,2150828
3020,La Trobe University,2014,VIC,IRU,APA,5049867
3020,La Trobe University,2014,VIC,IRU,IPRS,389270
3020,La Trobe University,2014,VIC,IRU,RIBG,2058242
3020,La Trobe University,2014,VIC,IRU,RTS,11167275
3020,La Trobe University,2014,VIC,IRU,JRE,6758908
3020,La Trobe University,2014,VIC,IRU,SRE,1607409
3025,Macquarie University,2014,NSW,non-aligned,APA,6387267
3025,Macquarie University,2014,NSW,non-aligned,IPRS,488637
3025,Macquarie University,2014,NSW,non-aligned,RIBG,3967383
3025,Macquarie University,2014,NSW,non-aligned,RTS,14648780
3025,Macquarie University,2014,NSW,non-aligned,JRE,5887235
3025,Macquarie University,2014,NSW,non-aligned,SRE,2655785
3035,Monash University,2014,VIC,Go8,APA,21204643
3035,Monash University,2014,VIC,Go8,IPRS,1715351
3035,Monash University,2014,VIC,Go8,RIBG,22487374
3035,Monash University,2014,VIC,Go8,RTS,52807704
3035,Monash University,2014,VIC,Go8,JRE,27382183
3035,Monash University,2014,VIC,Go8,SRE,15776909
1034,Murdoch University,2014,WA,IRU,APA,3289575
1034,Murdoch University,2014,WA,IRU,IPRS,268392
1034,Murdoch University,2014,WA,IRU,RIBG,1273490
1034,Murdoch University,2014,WA,IRU,RTS,8132997
1034,Murdoch University,2014,WA,IRU,JRE,5226625
1034,Murdoch University,2014,WA,IRU,SRE,1201537
3042,Queensland University of Technology,2014,QLD,non-aligned,APA,8303985
3042,Queensland University of Technology,2014,QLD,non-aligned,IPRS,670979
3042,Queensland University of Technology,2014,QLD,non-aligned,RIBG,3594946
3042,Queensland University of Technology,2014,QLD,non-aligned,RTS,19387921
3042,Queensland University of Technology,2014,QLD,non-aligned,JRE,10272689
3042,Queensland University of Technology,2014,QLD,non-aligned,SRE,2425824
3034,Royal Melbourne Institute of Technology,2014,VIC,ATN,APA,5277581
3034,Royal Melbourne Institute of Technology,2014,VIC,ATN,IPRS,411295
3034,Royal Melbourne Institute of Technology,2014,VIC,ATN,RIBG,2047986
3034,Royal Melbourne Institute of Technology,2014,VIC,ATN,RTS,13389577
3034,Royal Melbourne Institute of Technology,2014,VIC,ATN,JRE,7031155
3034,Royal Melbourne Institute of Technology,2014,VIC,ATN,SRE,1678073
3038,Southern Cross University,2014,NSW,RUN,APA,1527476
3038,Southern Cross University,2014,NSW,RUN,IPRS,134196
3038,Southern Cross University,2014,NSW,RUN,RIBG,580775
3038,Southern Cross University,2014,NSW,RUN,RTS,3437344
3038,Southern Cross University,2014,NSW,RUN,JRE,1728083
3038,Southern Cross University,2014,NSW,RUN,SRE,800865
2177,Swinburne University of Technology,2014,VIC,non-aligned,APA,2802731
2177,Swinburne University of Technology,2014,VIC,non-aligned,IPRS,201294
2177,Swinburne University of Technology,2014,VIC,non-aligned,RIBG,1669303
2177,Swinburne University of Technology,2014,VIC,non-aligned,RTS,7552259
2177,Swinburne University of Technology,2014,VIC,non-aligned,JRE,3091999
2177,Swinburne University of Technology,2014,VIC,non-aligned,SRE,1386548
3033,The Australian National University,2014,ACT,Go8,APA,14719925
3033,The Australian National University,2014,ACT,Go8,IPRS,1213397
3033,The Australian National University,2014,ACT,Go8,RIBG,14728853
3033,The Australian National University,2014,ACT,Go8,RTS,36310148
3033,The Australian National University,2014,ACT,Go8,JRE,19959370
3033,The Australian National University,2014,ACT,Go8,SRE,12000975
3010,The University of Adelaide,2014,SA,Go8,APA,12019940
3010,The University of Adelaide,2014,SA,Go8,IPRS,987518
3010,The University of Adelaide,2014,SA,Go8,RIBG,14238877
3010,The University of Adelaide,2014,SA,Go8,RTS,31918113
3010,The University of Adelaide,2014,SA,Go8,JRE,15552936
3010,The University of Adelaide,2014,SA,Go8,SRE,9364276
3036,The University of Melbourne,2014,VIC,Go8,APA,28152814
3036,The University of Melbourne,2014,VIC,Go8,IPRS,2318208
3036,The University of Melbourne,2014,VIC,Go8,RIBG,30688042
3036,The University of Melbourne,2014,VIC,Go8,RTS,70935044
3036,The University of Melbourne,2014,VIC,Go8,JRE,34228928
3036,The University of Melbourne,2014,VIC,Go8,SRE,22921733
3044,The University of Notre Dame Australia,2014,WA,non-aligned,APA,199049
3044,The University of Notre Dame Australia,2014,WA,non-aligned,IPRS,67098
3044,The University of Notre Dame Australia,2014,WA,non-aligned,RIBG,34002
3044,The University of Notre Dame Australia,2014,WA,non-aligned,RTS,396426
3044,The University of Notre Dame Australia,2014,WA,non-aligned,JRE,327279
3044,The University of Notre Dame Australia,2014,WA,non-aligned,SRE,61851
3019,The University of Queensland,2014,QLD,Go8,APA,23822741
3019,The University of Queensland,2014,QLD,Go8,IPRS,1940206
3019,The University of Queensland,2014,QLD,Go8,RIBG,26290676
3019,The University of Queensland,2014,QLD,Go8,RTS,60977312
3019,The University of Queensland,2014,QLD,Go8,JRE,30056496
3019,The University of Queensland,2014,QLD,Go8,SRE,20174054
3040,The University of Sydney,2014,NSW,Go8,APA,26903746
3040,The University of Sydney,2014,NSW,Go8,IPRS,2198354
3040,The University of Sydney,2014,NSW,Go8,RIBG,28386829
3040,The University of Sydney,2014,NSW,Go8,RTS,68143974
3040,The University of Sydney,2014,NSW,Go8,JRE,32356062
3040,The University of Sydney,2014,NSW,Go8,SRE,21539630
1055,The University of Western Australia,2014,WA,Go8,APA,13057127
1055,The University of Western Australia,2014,WA,Go8,IPRS,1038737
1055,The University of Western Australia,2014,WA,Go8,RIBG,14613241
1055,The University of Western Australia,2014,WA,Go8,RTS,33420118
1055,The University of Western Australia,2014,WA,Go8,JRE,17827729
1055,The University of Western Australia,2014,WA,Go8,SRE,10519408
2241,University of Canberra,2014,ACT,IRU,APA,1430255
2241,University of Canberra,2014,ACT,IRU,IPRS,120879
2241,University of Canberra,2014,ACT,IRU,RIBG,460302
2241,University of Canberra,2014,ACT,IRU,RTS,3179668
2241,University of Canberra,2014,ACT,IRU,JRE,2505451
2241,University of Canberra,2014,ACT,IRU,SRE,721498
4331,University of Divinity,2014,VIC,non-aligned,APA,435159
4331,University of Divinity,2014,VIC,non-aligned,IPRS,67098
4331,University of Divinity,2014,VIC,non-aligned,RTS,729689
4331,University of Divinity,2014,VIC,non-aligned,JRE,386354
3039,University of New England,2014,NSW,RUN,APA,2563441
3039,University of New England,2014,NSW,RUN,IPRS,201294
