HEP_Code,Institution_raw,Year,Cohort,doctorate_by_research,masters_by_research,hdr_completions,hdr_has_suppressed_lt5,Institution_canonical,total_completions
3004,Western Sydney University,2018,IRU,142.0,73.0,215.0,False,Western Sydney University,9001.0
3006,Australian Catholic University,2017,non-aligned,39.0,7.0,46.0,False,Australian Catholic University,5815.0
2246,Batchelor Institute of Indigenous Tertiary Education,2017,non-aligned,2.0,0.0,2.0,True,Batchelor Institute of Indigenous Tertiary Education,2.0
3003,Bond University ,2017,non-aligned,21.0,9.0,30.0,False,Bond University ,1835.0
2200,Central Queensland University,2017,RUN,47.0,8.0,55.0,False,Central Queensland University,3835.0
3001,Charles Darwin University,2017,non-aligned,27.0,8.0,35.0,False,Charles Darwin University,1658.0
3005,Charles Sturt University,2017,RUN,86.0,6.0,92.0,False,Charles Sturt University,8949.0
2236,Curtin University,2017,ATN,302.0,41.0,343.0,False,Curtin University,10546.0
3030,Deakin University,2017,ATN,214.0,9.0,223.0,False,Deakin University,9539.0
2235,Edith Cowan University,2017,non-aligned,71.0,33.0,104.0,False,Edith Cowan University,6068.0
2154,Federation University Australia,2017,RUN,31.0,2.0,33.0,True,Federation University Australia,3221.0
3029,Flinders University,2017,IRU,119.0,10.0,129.0,False,Flinders University,5914.0
3032,Griffith University,2017,IRU,310.0,46.0,356.0,False,Griffith University,10682.0
1019,James Cook University,2017,IRU,130.0,8.0,138.0,False,James Cook University,4607.0
3020,La Trobe University,2017,IRU,197.0,24.0,221.0,False,La Trobe University,8534.0
3025,Macquarie University,2017,non-aligned,286.0,290.0,576.0,False,Macquarie University,9310.0
3035,Monash University,2017,Go8,779.0,97.0,876.0,False,Monash University,19662.0
1034,Murdoch University,2017,IRU,98.0,16.0,114.0,False,Murdoch University,5305.0
3042,Queensland University of Technology,2017,non-aligned,330.0,95.0,425.0,False,Queensland University of Technology,11942.0
3034,Royal Melbourne Institute of Technology,2017,ATN,305.0,37.0,342.0,False,Royal Melbourne Institute of Technology,17799.0
3038,Southern Cross University,2017,RUN,48.0,8.0,56.0,False,Southern Cross University,2837.0
2177,Swinburne University of Technology,2017,non-aligned,133.0,9.0,142.0,False,Swinburne University of Technology,6996.0
3033,The Australian National University,2017,Go8,434.0,40.0,474.0,False,The Australian National University,6835.0
3010,The University of Adelaide,2017,Go8,365.0,50.0,415.0,False,The University of Adelaide,6937.0
3036,The University of Melbourne,2017,Go8,716.0,109.0,825.0,False,The University of Melbourne,19986.0
3044,The University of Notre Dame Australia,2017,non-aligned,23.0,14.0,37.0,False,The University of Notre Dame Australia,2656.0
3019,The University of Queensland,2017,Go8,680.0,81.0,761.0,False,The University of Queensland,12580.0
3040,The University of Sydney,2017,Go8,701.0,190.0,891.0,False,The University of Sydney,15453.0
1055,The University of Western Australia,2017,Go8,298.0,59.0,357.0,False,The University of Western Australia,6896.0
4449,Torrens University Australia,2017,non-aligned,2.0,2.0,4.0,True,Torrens University Australia,929.0
2241,University of Canberra,2017,IRU,60.0,6.0,66.0,False,University of Canberra,3956.0
4331,University of Divinity,2017,non-aligned,10.0,2.0,12.0,True,University of Divinity,392.0
3039,University of New England,2017,RUN,96.0,12.0,108.0,False,University of New England,3639.0
3013,University of New South Wales,2017,Go8,632.0,105.0,737.0,False,University of New South Wales,13010.0
3014,University of Newcastle,2017,ATN,230.0,18.0,248.0,False,University of Newcastle,7193.0
3027,University of South Australia,2017,ATN,195.0,15.0,210.0,False,University of South Australia,7378.0
2201,University of Southern Queensland,2017,RUN,72.0,6.0,78.0,False,University of Southern Queensland,4096.0
3045,University of Tasmania,2017,non-aligned,215.0,15.0,230.0,False,University of Tasmania,7945.0
3016,University of Technology Sydney,2017,ATN,219.0,25.0,244.0,False,University of Technology Sydney,10652.0
3043,University of the Sunshine Coast,2017,RUN,34.0,2.0,36.0,True,University of the Sunshine Coast,2419.0
1058,University of Wollongong,2017,non-aligned,241.0,39.0,280.0,False,University of Wollongong,7063.0
3007,Victoria University,2017,non-aligned,112.0,9.0,121.0,False,Victoria University,7007.0
3004,Western Sydney University,2017,IRU,133.0,92.0,225.0,False,Western Sydney University,9163.0
3006,Australian Catholic University,2016,non-aligned,57.0,8.0,65.0,False,Australian Catholic University,6008.0
3003,Bond University ,2016,non-aligned,23.0,16.0,39.0,False,Bond University ,1846.0
2200,Central Queensland University,2016,RUN,57.0,6.0,63.0,False,Central Queensland University,3889.0
3001,Charles Darwin University,2016,non-aligned,32.0,9.0,41.0,False,Charles Darwin University,1563.0
3005,Charles Sturt University,2016,RUN,99.0,9.0,108.0,False,Charles Sturt University,9393.0
2236,Curtin University,2016,ATN,261.0,46.0,307.0,False,Curtin University,11157.0
3030,Deakin University,2016,ATN,259.0,14.0,273.0,False,Deakin University,10458.0
2235,Edith Cowan University,2016,non-aligned,67.0,23.0,90.0,False,Edith Cowan University,5428.0
2154,Federation University Australia,2016,RUN,24.0,2.0,26.0,True,Federation University Australia,3198.0
3029,Flinders University,2016,IRU,172.0,13.0,185.0,False,Flinders University,6073.0
3032,Griffith University,2016,IRU,333.0,21.0,354.0,False,Griffith University,10809.0
1019,James Cook University,2016,IRU,134.0,10.0,144.0,False,James Cook University,4100.0
3020,La Trobe University,2016,IRU,181.0,21.0,202.0,False,La Trobe University,8875.0
3025,Macquarie University,2016,non-aligned,284.0,254.0,538.0,False,Macquarie University,8470.0
3035,Monash University,2016,Go8,716.0,94.0,810.0,False,Monash University,18023.0
1034,Murdoch University,2016,IRU,110.0,14.0,124.0,False,Murdoch University,5565.0
3042,Queensland University of Technology,2016,non-aligned,303.0,128.0,431.0,False,Queensland University of Technology,11543.0
3034,Royal Melbourne Institute of Technology,2016,ATN,246.0,34.0,280.0,False,Royal Melbourne Institute of Technology,16731.0
3038,Southern Cross University,2016,RUN,60.0,6.0,66.0,False,Southern Cross University,2471.0
2177,Swinburne University of Technology,2016,non-aligned,121.0,11.0,132.0,False,Swinburne University of Technology,6668.0
3033,The Australian National University,2016,Go8,371.0,33.0,404.0,False,The Australian National University,6021.0
3010,The University of Adelaide,2016,Go8,333.0,72.0,405.0,False,The University of Adelaide,6941.0
3036,The University of Melbourne,2016,Go8,755.0,146.0,901.0,False,The University of Melbourne,19285.0
3044,The University of Notre Dame Australia,2016,non-aligned,8.0,15.0,23.0,False,The University of Notre Dame Australia,2605.0
3019,The University of Queensland,2016,Go8,731.0,91.0,822.0,False,The University of Queensland,12045.0
3040,The University of Sydney,2016,Go8,679.0,194.0,873.0,False,The University of Sydney,14211.0
1055,The University of Western Australia,2016,Go8,349.0,48.0,397.0,False,The University of Western Australia,7299.0
2241,University of Canberra,2016,IRU,65.0,2.0,67.0,True,University of Canberra,4022.0
4331,University of Divinity,2016,non-aligned,18.0,2.0,20.0,True,University of Divinity,446.0
3039,University of New England,2016,RUN,111.0,11.0,122.0,False,University of New England,3326.0
3013,University of New South Wales,2016,Go8,531.0,99.0,630.0,False,University of New South Wales,12309.0
3014,University of Newcastle,2016,ATN,228.0,13.0,241.0,False,University of Newcastle,6985.0
3027,University of South Australia,2016,ATN,199.0,10.0,209.0,False,University of South Australia,7339.0
2201,University of Southern Queensland,2016,RUN,79.0,6.0,85.0,False,University of Southern Queensland,4472.0
3045,University of Tasmania,2016,non-aligned,198.0,22.0,220.0,False,University of Tasmania,6925.0
3016,University of Technology Sydney,2016,ATN,178.0,28.0,206.0,False,University of Technology Sydney,10126.0
3043,University of the Sunshine Coast,2016,RUN,28.0,6.0,34.0,False,University of the Sunshine Coast,2048.0
1058,University of Wollongong,2016,non-aligned,235.0,40.0,275.0,False,University of Wollongong,6970.0
3007,Victoria University,2016,non-aligned,118.0,8.0,126.0,False,Victoria University,7387.0
3004,Western Sydney University,2016,IRU,130.0,22.0,152.0,False,Western Sydney University,9190.0
3006,Australian Catholic University,2015,non-aligned,40.0,8.0,48.0,False,Australian Catholic University,6123.0
3003,Bond University ,2015,non-aligned,23.0,2.0,25.0,True,Bond University ,1612.0
2200,Central Queensland University,2015,RUN,30.0,12.0,42.0,False,Central Queensland University,4015.0
3001,Charles Darwin University,2015,non-aligned,32.0,2.0,34.0,True,Charles Darwin University,1550.0
3005,Charles Sturt University,2015,RUN,93.0,11.0,104.0,False,Charles Sturt University,9263.0
2236,Curtin University,2015,ATN,259.0,33.0,292.0,False,Curtin University,10922.0
3030,Deakin University,2015,ATN,239.0,13.0,252.0,False,Deakin University,10431.0
2235,Edith Cowan University,2015,non-aligned,88.0,36.0,124.0,False,Edith Cowan University,5494.0
2154,Federation University Australia,2015,RUN,24.0,11.0,35.0,False,Federation University Australia,3830.0
3029,Flinders University,2015,IRU,131.0,15.0,146.0,False,Flinders University,5502.0
3032,Griffith University,2015,IRU,231.0,13.0,244.0,False,Griffith University,10591.0
1019,James Cook University,2015,IRU,118.0,18.0,136.0,False,James Cook University,4449.0
3020,La Trobe University,2015,IRU,182.0,23.0,205.0,False,La Trobe University,8712.0
3025,Macquarie University,2015,non-aligned,307.0,286.0,593.0,False,Macquarie University,9344.0
3035,Monash University,2015,Go8,735.0,126.0,861.0,False,Monash University,16967.0
1034,Murdoch University,2015,IRU,89.0,22.0,111.0,False,Murdoch University,5560.0
3042,Queensland University of Technology,2015,non-aligned,322.0,102.0,424.0,False,Queensland University of Technology,11674.0
3034,Royal Melbourne Institute of Technology,2015,ATN,242.0,36.0,278.0,False,Royal Melbourne Institute of Technology,16432.0
3038,Southern Cross University,2015,RUN,52.0,7.0,59.0,False,Southern Cross University,2569.0
2177,Swinburne University of Technology,2015,non-aligned,123.0,18.0,141.0,False,Swinburne University of Technology,6917.0
3033,The Australian National University,2015,Go8,368.0,29.0,397.0,False,The Australian National University,6049.0
3010,The University of Adelaide,2015,Go8,330.0,71.0,401.0,False,The University of Adelaide,6726.0
3036,The University of Melbourne,2015,Go8,637.0,128.0,765.0,False,The University of Melbourne,18155.0
3044,The University of Notre Dame Australia,2015,non-aligned,12.0,14.0,26.0,False,The University of Notre Dame Australia,2525.0
3019,The University of Queensland,2015,Go8,665.0,83.0,748.0,False,The University of Queensland,12079.0
3040,The University of Sydney,2015,Go8,625.0,191.0,816.0,False,The University of Sydney,13653.0
1055,The University of Western Australia,2015,Go8,318.0,54.0,372.0,False,The University of Western Australia,7389.0
2241,University of Canberra,2015,IRU,69.0,5.0,74.0,False,University of Canberra,3929.0
4331,University of Divinity,2015,non-aligned,2.0,5.0,7.0,True,University of Divinity,401.0
3039,University of New England,2015,RUN,85.0,12.0,97.0,False,University of New England,3567.0
3013,University of New South Wales,2015,Go8,574.0,109.0,683.0,False,University of New South Wales,11968.0
3014,University of Newcastle,2015,ATN,217.0,28.0,245.0,False,University of Newcastle,7286.0
3027,University of South Australia,2015,ATN,185.0,18.0,203.0,False,University of South Australia,7452.0
2201,University of Southern Queensland,2015,RUN,57.0,2.0,59.0,True,University of Southern Queensland,4599.0
3045,University of Tasmania,2015,non-aligned,166.0,15.0,181.0,False,University of Tasmania,5994.0
3016,University of Technology Sydney,2015,ATN,188.0,30.0,218.0,False,University of Technology Sydney,9671.0
3043,University of the Sunshine Coast,2015,RUN,27.0,2.0,29.0,True,University of the Sunshine Coast,1991.0
1058,University of Wollongong,2015,non-aligned,228.0,44.0,272.0,False,University of Wollongong,6687.0
3007,Victoria University,2015,non-aligned,116.0,5.0,121.0,False,Victoria University,6781.0
3004,Western Sydney University,2015,IRU,131.0,19.0,150.0,False,Western Sydney University,8971.0
3006,Australian Catholic University,2014,non-aligned,32.0,5.0,37.0,False,Australian Catholic University,
2246,Batchelor Institute of Indigenous Tertiary Education,2014,non-aligned,2.0,0.0,2.0,True,Batchelor Institute of Indigenous Tertiary Education,
3003,Bond University ,2014,non-aligned,8.0,2.0,10.0,True,Bond University ,
2200,Central Queensland University,2014,RUN,33.0,13.0,46.0,False,Central Queensland University,
3001,Charles Darwin University,2014,non-aligned,34.0,8.0,42.0,False,Charles Darwin University,
3005,Charles Sturt University,2014,RUN,72.0,10.0,82.0,False,Charles Sturt University,
2236,Curtin University,2014,ATN,245.0,52.0,297.0,False,Curtin University,
3030,Deakin University,2014,ATN,270.0,10.0,280.0,False,Deakin University,
2235,Edith Cowan University,2014,non-aligned,86.0,37.0,123.0,False,Edith Cowan University,
2154,Federation University Australia,2014,RUN,15.0,2.0,17.0,True,Federation University Australia,
3029,Flinders University,2014,IRU,138.0,6.0,144.0,False,Flinders University,
3032,Griffith University,2014,IRU,213.0,17.0,230.0,False,Griffith University,
1019,James Cook University,2014,IRU,93.0,12.0,105.0,False,James Cook University,
3020,La Trobe University,2014,IRU,220.0,20.0,240.0,False,La Trobe University,
3025,Macquarie University,2014,non-aligned,297.0,96.0,393.0,False,Macquarie University,
3035,Monash University,2014,Go8,663.0,118.0,781.0,False,Monash University,
1034,Murdoch University,2014,IRU,76.0,17.0,93.0,False,Murdoch University,
3042,Queensland University of Technology,2014,non-aligned,292.0,89.0,381.0,False,Queensland University of Technology,
3034,Royal Melbourne Institute of Technology,2014,ATN,237.0,39.0,276.0,False,Royal Melbourne Institute of Technology,
3038,Southern Cross University,2014,RUN,31.0,2.0,33.0,True,Southern Cross University,
2177,Swinburne University of Technology,2014,non-aligned,124.0,7.0,131.0,False,Swinburne University of Technology,
3033,The Australian National University,2014,Go8,360.0,39.0,399.0,False,The Australian National University,
3010,The University of Adelaide,2014,Go8,334.0,52.0,386.0,False,The University of Adelaide,
3036,The University of Melbourne,2014,Go8,590.0,130.0,720.0,False,The University of Melbourne,
3044,The University of Notre Dame Australia,2014,non-aligned,12.0,5.0,17.0,False,The University of Notre Dame Australia,
3019,The University of Queensland,2014,Go8,736.0,93.0,829.0,False,The University of Queensland,
3040,The University of Sydney,2014,Go8,653.0,194.0,847.0,False,The University of Sydney,
1055,The University of Western Australia,2014,Go8,258.0,48.0,306.0,False,The University of Western Australia,
2241,University of Canberra,2014,IRU,57.0,2.0,59.0,True,University of Canberra,
4331,University of Divinity,2014,non-aligned,2.0,2.0,4.0,True,University of Divinity,
3039,University of New England,2014,RUN,81.0,7.0,88.0,False,University of New England,
3013,University of New South Wales,2014,Go8,633.0,142.0,775.0,False,University of New South Wales,
3014,University of Newcastle,2014,ATN,194.0,12.0,206.0,False,University of Newcastle,
3027,University of South Australia,2014,ATN,161.0,19.0,180.0,False,University of South Australia,
2201,University of Southern Queensland,2014,RUN,65.0,5.0,70.0,False,University of Southern Queensland,
3045,University of Tasmania,2014,non-aligned,153.0,13.0,166.0,False,University of Tasmania,
3016,University of Technology Sydney,2014,ATN,173.0,33.0,206.0,False,University of Technology Sydney,
3043,University of the Sunshine Coast,2014,RUN,18.0,2.0,20.0,True,University of the Sunshine Coast,
1058,University of Wollongong,2014,non-aligned,238.0,51.0,289.0,False,University of Wollongong,
3007,Victoria University,2014,non-aligned,102.0,13.0,115.0,False,Victoria University,
3004,Western Sydney University,2014,IRU,107.0,15.0,122.0,False,Western Sydney University,
3006,Australian Catholic University,2013,non-aligned,31.0,9.0,40.0,False,Australian Catholic University,
3003,Bond University ,2013,non-aligned,25.0,2.0,27.0,True,Bond University ,
2200,Central Queensland University,2013,RUN,44.0,10.0,54.0,False,Central Queensland University,
3001,Charles Darwin University,2013,non-aligned,17.0,5.0,22.0,False,Charles Darwin University,
3005,Charles Sturt University,2013,RUN,67.0,5.0,72.0,False,Charles Sturt University,
2236,Curtin University,2013,ATN,242.0,39.0,281.0,False,Curtin University,
3030,Deakin University,2013,ATN,174.0,14.0,188.0,False,Deakin University,
2235,Edith Cowan University,2013,non-aligned,84.0,27.0,111.0,False,Edith Cowan University,
2154,Federation University Australia,2013,RUN,18.0,2.0,20.0,True,Federation University Australia,
3029,Flinders University,2013,IRU,96.0,10.0,106.0,False,Flinders University,
3032,Griffith University,2013,IRU,186.0,12.0,198.0,False,Griffith University,
1019,James Cook University,2013,IRU,87.0,11.0,98.0,False,James Cook University,
3020,La Trobe University,2013,IRU,219.0,19.0,238.0,False,La Trobe University,
3025,Macquarie University,2013,non-aligned,287.0,10.0,297.0,False,Macquarie University,
3035,Monash University,2013,Go8,583.0,131.0,714.0,False,Monash University,
1034,Murdoch University,2013,IRU,84.0,13.0,97.0,False,Murdoch University,
3042,Queensland University of Technology,2013,non-aligned,284.0,90.0,374.0,False,Queensland University of Technology,
3034,Royal Melbourne Institute of Technology,2013,ATN,249.0,50.0,299.0,False,Royal Melbourne Institute of Technology,
3038,Southern Cross University,2013,RUN,58.0,0.0,58.0,False,Southern Cross University,
2177,Swinburne University of Technology,2013,non-aligned,127.0,14.0,141.0,False,Swinburne University of Technology,
3033,The Australian National University,2013,Go8,332.0,29.0,361.0,False,The Australian National University,
3010,The University of Adelaide,2013,Go8,286.0,47.0,333.0,False,The University of Adelaide,
3036,The University of Melbourne,2013,Go8,608.0,136.0,744.0,False,The University of Melbourne,
3044,The University of Notre Dame Australia,2013,non-aligned,8.0,2.0,10.0,True,The University of Notre Dame Australia,
3019,The University of Queensland,2013,Go8,673.0,79.0,752.0,False,The University of Queensland,
3040,The University of Sydney,2013,Go8,702.0,199.0,901.0,False,The University of Sydney,
1055,The University of Western Australia,2013,Go8,288.0,58.0,346.0,False,The University of Western Australia,
2241,University of Canberra,2013,IRU,55.0,7.0,62.0,False,University of Canberra,
4331,University of Divinity,2013,non-aligned,7.0,6.0,13.0,False,University of Divinity,
3039,University of New England,2013,RUN,71.0,12.0,83.0,False,University of New England,
3013,University of New South Wales,2013,Go8,610.0,131.0,741.0,False,University of New South Wales,
3014,University of Newcastle,2013,ATN,195.0,30.0,225.0,False,University of Newcastle,
3027,University of South Australia,2013,ATN,193.0,19.0,212.0,False,University of South Australia,
2201,University of Southern Queensland,2013,RUN,57.0,7.0,64.0,False,University of Southern Queensland,
3045,University of Tasmania,2013,non-aligned,152.0,26.0,178.0,False,University of Tasmania,
3016,University of Technology Sydney,2013,ATN,167.0,37.0,204.0,False,University of Technology Sydney,
3043,University of the Sunshine Coast,2013,RUN,19.0,5.0,24.0,False,University of the Sunshine Coast,
1058,University of Wollongong,2013,non-aligned,199.0,74.0,273.0,False,University of Wollongong,
3007,Victoria University,2013,non-aligned,60.0,13.0,73.0,False,Victoria University,
3004,Western Sydney University,2013,IRU,134.0,22.0,156.0,False,Western Sydney University,
3006,Australian Catholic University,2012,non-aligned,11.0,9.0,20.0,False,Australian Catholic University,
3003,Bond University ,2012,non-aligned,23.0,0.0,23.0,False,Bond University ,
2200,Central Queensland University,2012,RUN,23.0,9.0,32.0,False,Central Queensland University,
3001,Charles Darwin University,2012,non-aligned,23.0,6.0,29.0,False,Charles Darwin University,
3005,Charles Sturt University,2012,RUN,50.0,5.0,55.0,False,Charles Sturt University,
2236,Curtin University,2012,ATN,214.0,28.0,242.0,False,Curtin University,
3030,Deakin University,2012,ATN,150.0,17.0,167.0,False,Deakin University,
2235,Edith Cowan University,2012,non-aligned,61.0,29.0,90.0,False,Edith Cowan University,
2154,Federation University Australia,2012,RUN,26.0,6.0,32.0,False,Federation University Australia,
3029,Flinders University,2012,IRU,114.0,10.0,124.0,False,Flinders University,
3032,Griffith University,2012,IRU,165.0,20.0,185.0,False,Griffith University,
1019,James Cook University,2012,IRU,102.0,13.0,115.0,False,James Cook University,
3020,La Trobe University,2012,IRU,157.0,28.0,185.0,False,La Trobe University,
3025,Macquarie University,2012,non-aligned,258.0,12.0,270.0,False,Macquarie University,
3035,Monash University,2012,Go8,496.0,111.0,607.0,False,Monash University,
1034,Murdoch University,2012,IRU,100.0,11.0,111.0,False,Murdoch University,
3042,Queensland University of Technology,2012,non-aligned,245.0,80.0,325.0,False,Queensland University of Technology,
3034,Royal Melbourne Institute of Technology,2012,ATN,187.0,46.0,233.0,False,Royal Melbourne Institute of Technology,
3038,Southern Cross University,2012,RUN,40.0,5.0,45.0,False,Southern Cross University,
2177,Swinburne University of Technology,2012,non-aligned,103.0,12.0,115.0,False,Swinburne University of Technology,
3033,The Australian National University,2012,Go8,318.0,19.0,337.0,False,The Australian National University,
3010,The University of Adelaide,2012,Go8,258.0,47.0,305.0,False,The University of Adelaide,
3036,The University of Melbourne,2012,Go8,582.0,156.0,738.0,False,The University of Melbourne,
3044,The University of Notre Dame Australia,2012,non-aligned,2.0,0.0,2.0,True,The University of Notre Dame Australia,
3019,The University of Queensland,2012,Go8,548.0,68.0,616.0,False,The University of Queensland,
3040,The University of Sydney,2012,Go8,664.0,202.0,866.0,False,The University of Sydney,
1055,The University of Western Australia,2012,Go8,302.0,63.0,365.0,False,The University of Western Australia,
2241,University of Canberra,2012,IRU,41.0,7.0,48.0,False,University of Canberra,
4331,University of Divinity,2012,non-aligned,9.0,9.0,18.0,False,University of Divinity,
3039,University of New England,2012,RUN,62.0,15.0,77.0,False,University of New England,
3013,University of New South Wales,2012,Go8,550.0,136.0,686.0,False,University of New South Wales,
3014,University of Newcastle,2012,ATN,149.0,20.0,169.0,False,University of Newcastle,
3027,University of South Australia,2012,ATN,160.0,13.0,173.0,False,University of South Australia,
2201,University of Southern Queensland,2012,RUN,62.0,16.0,78.0,False,University of Southern Queensland,
3045,University of Tasmania,2012,non-aligned,172.0,32.0,204.0,False,University of Tasmania,
3016,University of Technology Sydney,2012,ATN,113.0,39.0,152.0,False,University of Technology Sydney,
3043,University of the Sunshine Coast,2012,RUN,22.0,0.0,22.0,False,University of the Sunshine Coast,
1058,University of Wollongong,2012,non-aligned,172.0,55.0,227.0,False,University of Wollongong,
3007,Victoria University,2012,non-aligned,77.0,10.0,87.0,False,Victoria University,
3004,Western Sydney University,2012,IRU,90.0,18.0,108.0,False,Western Sydney University,
3006,Australian Catholic University,2011,non-aligned,34.0,8.0,42.0,False,Australian Catholic University,
3003,Bond University ,2011,non-aligned,8.0,2.0,10.0,True,Bond University ,
2200,Central Queensland University,2011,RUN,32.0,13.0,45.0,False,Central Queensland University,
3001,Charles Darwin University,2011,non-aligned,23.0,2.0,25.0,True,Charles Darwin University,
3005,Charles Sturt University,2011,RUN,57.0,2.0,59.0,True,Charles Sturt University,
2236,Curtin University,2011,ATN,188.0,34.0,222.0,False,Curtin University,
3030,Deakin University,2011,ATN,115.0,2.0,117.0,True,Deakin University,
2235,Edith Cowan University,2011,non-aligned,55.0,22.0,77.0,False,Edith Cowan University,
2154,Federation University Australia,2011,RUN,26.0,2.0,28.0,True,Federation University Australia,
3029,Flinders University,2011,IRU,122.0,14.0,136.0,False,Flinders University,
3032,Griffith University,2011,IRU,176.0,23.0,199.0,False,Griffith University,
1019,James Cook University,2011,IRU,103.0,13.0,116.0,False,James Cook University,
3020,La Trobe University,2011,IRU,155.0,19.0,174.0,False,La Trobe University,
3025,Macquarie University,2011,non-aligned,228.0,16.0,244.0,False,Macquarie University,
3035,Monash University,2011,Go8,503.0,123.0,626.0,False,Monash University,
1034,Murdoch University,2011,IRU,86.0,17.0,103.0,False,Murdoch University,
3042,Queensland University of Technology,2011,non-aligned,217.0,77.0,294.0,False,Queensland University of Technology,
3034,Royal Melbourne Institute of Technology,2011,ATN,173.0,58.0,231.0,False,Royal Melbourne Institute of Technology,
3038,Southern Cross University,2011,RUN,39.0,2.0,41.0,True,Southern Cross University,
2177,Swinburne University of Technology,2011,non-aligned,85.0,6.0,91.0,False,Swinburne University of Technology,
3033,The Australian National University,2011,Go8,327.0,24.0,351.0,False,The Australian National University,
3010,The University of Adelaide,2011,Go8,250.0,44.0,294.0,False,The University of Adelaide,
3036,The University of Melbourne,2011,Go8,610.0,167.0,777.0,False,The University of Melbourne,
3044,The University of Notre Dame Australia,2011,non-aligned,2.0,2.0,4.0,True,The University of Notre Dame Australia,
3019,The University of Queensland,2011,Go8,496.0,57.0,553.0,False,The University of Queensland,
3040,The University of Sydney,2011,Go8,587.0,203.0,790.0,False,The University of Sydney,
1055,The University of Western Australia,2011,Go8,246.0,65.0,311.0,False,The University of Western Australia,
2241,University of Canberra,2011,IRU,26.0,10.0,36.0,False,University of Canberra,
4331,University of Divinity,2011,non-aligned,5.0,2.0,7.0,True,University of Divinity,
3039,University of New England,2011,RUN,75.0,18.0,93.0,False,University of New England,
3013,University of New South Wales,2011,Go8,502.0,152.0,654.0,False,University of New South Wales,
3014,University of Newcastle,2011,ATN,102.0,27.0,129.0,False,University of Newcastle,
3027,University of South Australia,2011,ATN,141.0,17.0,158.0,False,University of South Australia,
2201,University of Southern Queensland,2011,RUN,40.0,7.0,47.0,False,University of Southern Queensland,
3045,University of Tasmania,2011,non-aligned,150.0,30.0,180.0,False,University of Tasmania,
3016,University of Technology Sydney,2011,ATN,128.0,33.0,161.0,False,University of Technology Sydney,
3043,University of the Sunshine Coast,2011,RUN,15.0,6.0,21.0,False,University of the Sunshine Coast,
1058,University of Wollongong,2011,non-aligned,169.0,58.0,227.0,False,University of Wollongong,
3007,Victoria University,2011,non-aligned,71.0,6.0,77.0,False,Victoria University,
3004,Western Sydney University,2011,IRU,86.0,25.0,111.0,False,Western Sydney University,
3006,Australian Catholic University,2010,non-aligned,30.0,7.0,37.0,False,Australian Catholic University,
3003,Bond University ,2010,non-aligned,12.0,2.0,14.0,True,Bond University ,
2200,Central Queensland University,2010,RUN,23.0,9.0,32.0,False,Central Queensland University,
3001,Charles Darwin University,2010,non-aligned,19.0,2.0,21.0,True,Charles Darwin University,
3005,Charles Sturt University,2010,RUN,39.0,2.0,41.0,True,Charles Sturt University,
2236,Curtin University,2010,ATN,169.0,31.0,200.0,False,Curtin University,
3030,Deakin University,2010,ATN,127.0,13.0,140.0,False,Deakin University,
2235,Edith Cowan University,2010,non-aligned,51.0,19.0,70.0,False,Edith Cowan University,
2154,Federation University Australia,2010,RUN,25.0,5.0,30.0,False,Federation University Australia,
3029,Flinders University,2010,IRU,89.0,10.0,99.0,False,Flinders University,
3032,Griffith University,2010,IRU,157.0,15.0,172.0,False,Griffith University,
1019,James Cook University,2010,IRU,80.0,7.0,87.0,False,James Cook University,
3020,La Trobe University,2010,IRU,128.0,24.0,152.0,False,La Trobe University,
3025,Macquarie University,2010,non-aligned,166.0,18.0,184.0,False,Macquarie University,
3035,Monash University,2010,Go8,424.0,100.0,524.0,False,Monash University,
1034,Murdoch University,2010,IRU,89.0,17.0,106.0,False,Murdoch University,
3042,Queensland University of Technology,2010,non-aligned,206.0,71.0,277.0,False,Queensland University of Technology,
3034,Royal Melbourne Institute of Technology,2010,ATN,143.0,62.0,205.0,False,Royal Melbourne Institute of Technology,
3038,Southern Cross University,2010,RUN,45.0,7.0,52.0,False,Southern Cross University,
2177,Swinburne University of Technology,2010,non-aligned,82.0,7.0,89.0,False,Swinburne University of Technology,
3033,The Australian National University,2010,Go8,301.0,26.0,327.0,False,The Australian National University,
3010,The University of Adelaide,2010,Go8,272.0,34.0,306.0,False,The University of Adelaide,
3036,The University of Melbourne,2010,Go8,566.0,161.0,727.0,False,The University of Melbourne,
3044,The University of Notre Dame Australia,2010,non-aligned,6.0,2.0,8.0,True,The University of Notre Dame Australia,
3019,The University of Queensland,2010,Go8,474.0,61.0,535.0,False,The University of Queensland,
3040,The University of Sydney,2010,Go8,573.0,202.0,775.0,False,The University of Sydney,
1055,The University of Western Australia,2010,Go8,235.0,53.0,288.0,False,The University of Western Australia,
2241,University of Canberra,2010,IRU,38.0,2.0,40.0,True,University of Canberra,
4331,University of Divinity,2010,non-aligned,10.0,17.0,27.0,False,University of Divinity,
3039,University of New England,2010,RUN,59.0,27.0,86.0,False,University of New England,
3013,University of New South Wales,2010,Go8,471.0,138.0,609.0,False,University of New South Wales,
3014,University of Newcastle,2010,ATN,113.0,24.0,137.0,False,University of Newcastle,
3027,University of South Australia,2010,ATN,159.0,16.0,175.0,False,University of South Australia,
2201,University of Southern Queensland,2010,RUN,46.0,15.0,61.0,False,University of Southern Queensland,
3045,University of Tasmania,2010,non-aligned,178.0,39.0,217.0,False,University of Tasmania,
